INFO:root:evaluating RGB images using GMM
INFO:root:ImsAndTruths242078.mat score: 0.739559601526 clust: 2
INFO:root:ImsAndTruths242078.mat score: 0.811346035757 clust: 3
INFO:root:ImsAndTruths242078.mat score: 0.903818444869 clust: 4
INFO:root:ImsAndTruths365073.mat clusters: (2, 3, 5)
INFO:root:ImsAndTruths365073.mat score: 0.852375560051 clust: 2
INFO:root:ImsAndTruths365073.mat score: 0.932792454853 clust: 3
INFO:root:ImsAndTruths365073.mat score: 0.951826005694 clust: 5
INFO:root:ImsAndTruths326038.mat clusters: (3, 2, 5)
INFO:root:ImsAndTruths326038.mat score: 0.661976526357 clust: 3
INFO:root:ImsAndTruths326038.mat score: 0.2888383955 clust: 2
INFO:root:ImsAndTruths326038.mat score: 0.804123221496 clust: 5
INFO:root:ImsAndTruths181079.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths181079.mat score: 0.579895547193 clust: 2
INFO:root:ImsAndTruths181079.mat score: 0.783424872908 clust: 3
INFO:root:ImsAndTruths181079.mat score: 0.580437720755 clust: 4
INFO:root:ImsAndTruths65010.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths65010.mat score: 0.695889253159 clust: 2
INFO:root:ImsAndTruths65010.mat score: 0.793144870851 clust: 3
INFO:root:ImsAndTruths65010.mat score: 0.762191936556 clust: 4
INFO:root:ImsAndTruths225017.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths225017.mat score: 0.720525752889 clust: 2
INFO:root:ImsAndTruths225017.mat score: 0.780105788404 clust: 3
INFO:root:ImsAndTruths225017.mat score: 0.807223502555 clust: 4
INFO:root:ImsAndTruths41025.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths41025.mat score: 0.767291490827 clust: 2
INFO:root:ImsAndTruths41025.mat score: 0.807116395246 clust: 3
INFO:root:ImsAndTruths41025.mat score: 0.90334864654 clust: 4
INFO:root:ImsAndTruths27059.mat clusters: (4, 2, 3)
INFO:root:ImsAndTruths27059.mat score: 0.834928414955 clust: 4
INFO:root:ImsAndTruths27059.mat score: 0.838997329003 clust: 2
INFO:root:ImsAndTruths27059.mat score: 0.788721948135 clust: 3
INFO:root:ImsAndTruths12074.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths12074.mat score: 0.570220613661 clust: 2
INFO:root:ImsAndTruths12074.mat score: 0.600663513472 clust: 3
INFO:root:ImsAndTruths12074.mat score: 0.597770675339 clust: 4
INFO:root:ImsAndTruths151087.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths151087.mat score: 0.704826909319 clust: 2
INFO:root:ImsAndTruths151087.mat score: 0.745923523765 clust: 3
INFO:root:ImsAndTruths151087.mat score: 0.738195851276 clust: 4
INFO:root:ImsAndTruths56028.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths56028.mat score: 0.688383282397 clust: 2
INFO:root:ImsAndTruths56028.mat score: 0.681539908514 clust: 3
