INFO:root:evaluating RGB images using FCM
INFO:root:ImsAndTruths376020.mat clusters: (2, 4, 3)
INFO:root:ImsAndTruths376020.mat score: 0.83042798379 clust: 2
INFO:root:ImsAndTruths376020.mat score: 0.950943247342 clust: 4
INFO:root:ImsAndTruths376020.mat score: 0.923565843943 clust: 3
INFO:root:ImsAndTruths94079.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths94079.mat score: 0.72396372332 clust: 2
INFO:root:ImsAndTruths94079.mat score: 0.847849697162 clust: 3
INFO:root:ImsAndTruths94079.mat score: 0.909556486419 clust: 4
INFO:root:ImsAndTruths302003.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths302003.mat score: 0.778085113874 clust: 2
INFO:root:ImsAndTruths302003.mat score: 0.801575519245 clust: 3
INFO:root:ImsAndTruths302003.mat score: 0.79223358585 clust: 4
INFO:root:ImsAndTruths134052.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths134052.mat score: 0.732445195126 clust: 2
INFO:root:ImsAndTruths134052.mat score: 0.852089402578 clust: 3
INFO:root:ImsAndTruths134052.mat score: 0.920408059409 clust: 4
INFO:root:ImsAndTruths249061.mat clusters: (3, 4, 5)
INFO:root:ImsAndTruths249061.mat score: 0.550208202093 clust: 3
INFO:root:ImsAndTruths249061.mat score: 0.513217437441 clust: 4
INFO:root:ImsAndTruths249061.mat score: 0.532502691116 clust: 5
INFO:root:ImsAndTruths286092.mat clusters: (2, 6, 7)
INFO:root:ImsAndTruths286092.mat score: 0.690523135361 clust: 2
INFO:root:ImsAndTruths286092.mat score: 0.768428167743 clust: 6
INFO:root:ImsAndTruths286092.mat score: 0.912110573532 clust: 7
INFO:root:ImsAndTruths293029.mat clusters: (2, 3, 4)
INFO:root:ImsAndTruths293029.mat score: 0.761804132859 clust: 2
INFO:root:ImsAndTruths293029.mat score: 0.905380299305 clust: 3
